EMDN V2					
CATEGORY 	CATEGORY DESCRIPTION	CODE	TERM	LEVEL 	TERMINAL LEVEL YES/NO 
X	PRODUCTS WITHOUT AN INTENDED MEDICAL PURPOSE (Annex XVI)	X0301	SUBSTANCES, COMBINATIONS OF SUBSTANCES, OR ITEMS WITHOUT AN INTENDED MEDICAL PURPOSE INTENDED TO BE USED FOR FACIAL OR OTHER DERMAL OR MUCOUS MEMBRANE FILLING BY SUBCUTANEOUS, SUBMUCOUS OR INTRADERMAL INJECTION OR OTHER INTRODUCTION, EXCLUDING THOSE FOR TATTOOING – RESORBABLE	3	YES
X	PRODUCTS WITHOUT AN INTENDED MEDICAL PURPOSE (Annex XVI)	X0302	SUBSTANCES, COMBINATIONS OF SUBSTANCES, OR ITEMS WITHOUT AN INTENDED MEDICAL PURPOSE INTENDED TO BE USED FOR FACIAL OR OTHER DERMAL OR MUCOUS MEMBRANE FILLING BY SUBCUTANEOUS, SUBMUCOUS OR INTRADERMAL INJECTION OR OTHER INTRODUCTION, EXCLUDING THOSE FOR TATTOOING – NON RESORBABLE	3	YES
X	PRODUCTS WITHOUT AN INTENDED MEDICAL PURPOSE (Annex XVI)	X0303	SUBSTANCES, COMBINATIONS OF SUBSTANCES, OR ITEMS WITHOUT AN INTENDED MEDICAL PURPOSE INTENDED TO BE USED FOR FACIAL OR OTHER DERMAL OR MUCOUS MEMBRANE FILLING BY SUBCUTANEOUS, SUBMUCOUS OR INTRADERMAL INJECTION OR OTHER INTRODUCTION, BY A PREFILLED MEANS FOR INTRODUCTION, EXCLUDING THOSE FOR TATTOOING – RESORBABLE	3	YES
X	PRODUCTS WITHOUT AN INTENDED MEDICAL PURPOSE (Annex XVI)	X0304	SUBSTANCES, COMBINATIONS OF SUBSTANCES, OR ITEMS WITHOUT AN INTENDED MEDICAL PURPOSE INTENDED TO BE USED FOR FACIAL OR OTHER DERMAL OR MUCOUS MEMBRANE FILLING BY SUBCUTANEOUS, SUBMUCOUS OR INTRADERMAL INJECTION OR OTHER INTRODUCTION, BY A PREFILLED MEANS FOR INTRODUCTION, EXCLUDING THOSE FOR TATTOOING – NON RESORBABLE	3	YES
X	PRODUCTS WITHOUT AN INTENDED MEDICAL PURPOSE (Annex XVI)	X04	EQUIPMENT WITHOUT AN INTENDED MEDICAL PURPOSE INTENDED TO BE USED TO REDUCE, REMOVE OR DESTROY ADIPOSE TISSUE	2	NO
X	PRODUCTS WITHOUT AN INTENDED MEDICAL PURPOSE (Annex XVI)	X0401	EQUIPMENT WITHOUT AN INTENDED MEDICAL PURPOSE FOR LIPOSUCTION	3	YES
X	PRODUCTS WITHOUT AN INTENDED MEDICAL PURPOSE (Annex XVI)	X0402	EQUIPMENT WITHOUT AN INTENDED MEDICAL PURPOSE FOR LIPOLYSIS	3	YES
X	PRODUCTS WITHOUT AN INTENDED MEDICAL PURPOSE (Annex XVI)	X0403	EQUIPMENT WITHOUT AN INTENDED MEDICAL PURPOSE FOR LIPOPLASTY, OTHER THAN LIPOSUCTION OR LIPOLYSIS	3	YES
X	PRODUCTS WITHOUT AN INTENDED MEDICAL PURPOSE (Annex XVI)	X05	HIGH INTENSITY ELECTROMAGNETIC RADIATION EMITTING EQUIPMENT WITHOUT AN INTENDED MEDICAL PURPOSE INTENDED FOR USE ON THE HUMAN BODY FOR SKIN RESURFACING, TATTOO OR HAIR REMOVAL OR OTHER SKIN TREATMENT	2	NO
X	PRODUCTS WITHOUT AN INTENDED MEDICAL PURPOSE (Annex XVI)	X0501	HIGH INTENSITY ELECTROMAGNETIC RADIATION EMITTING EQUIPMENT WITHOUT AN INTENDED MEDICAL PURPOSE INTENDED FOR USE ON THE HUMAN BODY, FOR SKIN RESURFACING, TATTOO OR HAIR REMOVAL OR OTHER SKIN TREATMENT – LASER	3	YES
X	PRODUCTS WITHOUT AN INTENDED MEDICAL PURPOSE (Annex XVI)	X0502	HIGH INTENSITY ELECTROMAGNETIC RADIATION EMITTING EQUIPMENT WITHOUT AN INTENDED MEDICAL PURPOSE INTENDED FOR USE ON THE HUMAN BODY, FOR SKIN RESURFACING, TATTOO OR HAIR REMOVAL OR OTHER SKIN TREATMENT – INTENSE PULSED LIGHT	3	YES
X	PRODUCTS WITHOUT AN INTENDED MEDICAL PURPOSE (Annex XVI)	X0599	HIGH INTENSITY ELECTROMAGNETIC RADIATION EMITTING EQUIPMENT WITHOUT AN INTENDED MEDICAL PURPOSE INTENDED FOR USE ON THE HUMAN BODY, FOR SKIN RESURFACING, TATTOO OR HAIR REMOVAL OR OTHER SKIN TREATMENT – OTHER	3	YES
X	PRODUCTS WITHOUT AN INTENDED MEDICAL PURPOSE (Annex XVI)	X06	EQUIPMENT WITHOUT AN INTENDED MEDICAL PURPOSE INTENDED FOR BRAIN STIMULATION THAT APPLY ELECTRICAL CURRENTS OR MAGNETIC OR ELECTROMAGNETIC FIELDS THAT PENETRATE THE CRANIUM TO MODIFY NEURONAL ACTIVITY IN THE BRAIN	2	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	1	NO
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y05	ABILITIES LEARNING AND TRAINING DEVICES 	2	NO
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y0501	CONTINENCE TRAINING DEVICES (INCLUDING INCONTINENCE ALARM SYSTEMS)	3	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y0502	GAIT TRAINERS	3	NO
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y050201	STANDING SUPPORT GAIT TRAINERS	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y050202	STANDING FRAMES	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y0503	HANDS AND FINGERS RE-EDUCATION DEVICES	3	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y0504	ARMS, TORSO AND LEGS RE-EDUCATION DEVICES	3	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y0580	LEARNING AND TRAINING DEVICES - ACCESSORIES	3	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y0599	LEARNING AND TRAINING DEVICES - OTHER	3	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y06	EXTERNAL PROSTHESES AND ORTHOSES	2	NO
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y0603	SPINE ORTHOSES 	3	NO
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y060303	SACROILIAC SPINE ORTHOSES	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y060306	THORACOLUMBAR ORTHOSES	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y060307	THORACIC ORTHOSES	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y060308	LUMBOSACRAL SPINE ORTHOSES	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y060309	THORACOLUMBOSACRAL SPINE ORTHOSES	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y060312	CERVICAL SPINE ORTHOSES	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y060315	CERVICOTHORACIC SPINE ORTHOSES	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y060318	CERVICOTHORACOLUMBOSACRAL SPINE ORTHOSES	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y060380	SPINAL ORTHOSES - ACCESSORIES	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y060399	SPINE ORTHOSES - OTHER	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y0604	ABDOMINAL ORTHOSES	3	NO
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y060403	ABDOMINAL MUSCLES SUPPORTS	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y060406	ABDOMINAL HERNIA SUPPORTS	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y060499	ABDOMINAL ORTHOSES - OTHER	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y0606	UPPER EXTREMITY ORTHOSES (SPLINTS AND BRACES) 	3	NO
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y060603	FINGERS ORTHOSES	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y060606	HAND ORTHOSES	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y060609	WRIST (FOREARM) ORTHOSES	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y060612	WRIST-HAND ORTHOSES	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y060613	WRIST-HAND-FINGERS ORTHOSES	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y060615	ELBOW ORTHOSES	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y060618	ELBOW-WRIST ORTHOSES	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y060619	ELBOW-WRIST-HAND ORTHOSES	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y060621	SHOULDER ORTHOSES	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y060624	SHOULDER-ELBOW ORTHOSES	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y060627	SHOULDER-ELBOW - WRIST ORTHOSES	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y060630	SHOULDER-ELBOW-WRIST- HAND ORTHOSES	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y060680	UPPER LIMB ORTHOSES - ACCESSORIES	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y060699	ORTHOSES, UPPER EXTREMITY - OTHER	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y0612	ORTHOSIS, LOWER EXTREMITY (INSOLES, LIFTS, SPLINTS, BRACES, CLAMPS)	3	NO
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y061203	ORTHOSES, FOOT (INCLUDING INSOLES AND INSERTS)	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y061206	ANKLE-FOOT ORTHOSES	4	NO
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y06120601	PASSIVE ANKLE-FOOT ORTHOSES	5	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y06120602	ENERGY RETURN ANKLE-FOOT ORTHOSES	5	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y061209	KNEE ORTHOSES	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y061212	KNEE-ANKLE-FOOT ORTHOSES	4	NO
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y06121201	PASSIVE KNEE-ANKLE-FOOT ORTHOSES	5	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y06121202	ENERGY RETURN ORTHOSES FOR KNEE-ANKLE-FOOT	5	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y06121203	ACTIVE KNEE-ANKLE-FOOT ORTHOSES	5	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y061215	HIP ORTHOSES (INCLUDING ABDUCTION ORTHOSES)	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y061216	HIP-KNEE ORTHOSES	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y061217	THIGH ORTHOSES	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y061218	HIP-KNEE-ANKLE-FOOT ORTHOSES	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y061219	CHEST-LUMB-SACRAL-HIP-KNEE-ANKLE-FOOT ORTHOSES	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y061280	LOWER LIMB ORTHOSES - ACCESSORIES	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y061299	LOWER EXTREMITY ORTHOSES - OTHER	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y0618	UPPER EXTREMITY PROSTHESES	3	NO
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y061803	PARTIAL HAND PROSTHESES (INCLUDING FINGERS PROSTHESES)	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y061806	WRIST DISARTICULATION PROSTHESES	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y061809	TRANSRADIAL PROSTHESES (FOR AMPUTATION UNDER ELBOW)	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y061812	ELBOW DISARTICULATION PROSTHESES	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y061815	TRANSHUMERAL PROSTHESES (FOR AMPUTATION ABOVE ELBOW)	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y061818	SHOULDER DISARTICULATION PROSTHESES	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y061899	UPPER EXTREMITY PROSTHESES - OTHER	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y0624	LOWER EXTREMITY PROSTHESES	3	NO
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y062403	FOOT PARTIAL PROSTHESES (INCLUDING TOE PROSTHESES)	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y062409	TRANSTIBIAL PROSTHESES (FOR AMPUTATION UNDER KNEE)	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y062412	KNEE DISARTICULATION PROSTHESES	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y062415	TRANSFEMORAL PROSTHESES (FOR AMPUTATION ABOVE KNEE)	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y062418	HIP DISARTICULATION PROSTHESES	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y062499	LOWER EXTREMITY PROSTHESES - OTHER	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y0627	COSMETIC AND NON-FUNCTIONAL LOWER LIMB PROSTHESES	3	NO
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y062703	AESTHETIC FILLERS, CALF AND THIGH	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y0630	NON-EXTREMITY PROSTHESES	3	NO
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y063018	EXTERNAL BREAST PROSTHESES	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y063021	OCULAR PROSTHESES	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y063099	NON-EXTREMITY PROSTHESES - OTHER	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y0633	ORTHOTIC SHOES	3	NO
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y063303	READY-MADE ORTHOTIC SHOES	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y0699	EXTERNAL PROSTHESES AND ORTHOSES - OTHER	3	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y09	PERSONAL CARE AIDS	2	NO
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y0903	CLOTHES, FOOTWEAR AND COVERS FOR PROSTHESES	3	NO
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y090312	GLOVES AND HANDLES FOR PROSTHESES	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y090327	SOCKS FOR PROSTHESES	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y090342	SHOES AND BOOTS FOR PROSTHESES	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y090399	CLOTHES, FOOTWEAR AND COVERS FOR PROSTHESES - OTHER	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y0906	BODY PROTECTION DEVICES	3	NO
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y090612	ARM AND ELBOW PROTECTIONS	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y090618	LEG AND KNEE PROTECTIONS (INCLUDING SOCKS FOR AMPUTATED LEGS)	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y090699	DEVICES FOR BODY PROTECTION - OTHER	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y0912	DEJECTION DEVICES	3	NO
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y091203	CHAIRS, TOILET AND SHOWER	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y091209	TOILET SEATS	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y091212	TOILET STOOLS	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y091215	TOILET SEATS, RAISED	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y091299	DEJECTION DEVICES - OTHER	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y0933	WASHING, BATHING AND SHOWERING DEVICES	3	NO
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y093303	FIXED AND ROTARY CHAIRS FOR BATH AND SHOWER	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y093312	SHOWER STRETCHERS	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y093399	WASHING, BATHING AND SHOWERING DEVICES - OTHER	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y0999	PERSONAL CARE AIDS - OTHER	3	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y12	PERSONAL MOBILITY DEVICES	2	NO
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y1203	WALKING DEVICES, ONE-HANDED OPERATION	3	NO
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y120303	WHITE STICKS FOR BLIND PERSONS	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y120306	WALKING CRUTCHES	4	NO
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y12030601	ELBOW CRUTCHES	5	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y12030602	CRUTCHES WITH ANTIBRACHIAL SUPPORT	5	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y12030603	CRUTCHES WITH UNDER-AXLE SUPPORT	5	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y120315	TRIPODS	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y120318	QUADRIPODS	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y120380	ONE ARM MANIPULATED WALKING AIDS - ACCESSORIES	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y120399	WALKING DEVICES, ONE-HANDED OPERATION - OTHER	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y1206	WALKING DEVICES, TWO-HANDED OPERATION	3	NO
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y120603	WALKING FRAMES, 4 TIPS	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y120606	WHEELED WALKER	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y120609	WALKING FRAMES WITH CHAIR, 4 WHEELS	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y120612	WALKING TROLLEYS	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y120615	POWER ASSISTED MOBILITY ROLLATORS	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y120680	TWO ARMS MANIPULATED WALKING AIDS - ACCESSORIES	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y120699	WALKING DEVICES, TWO-HANDED OPERATION - OTHER	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y1218	CYCLES	3	NO
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y121801	BICYCLES	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y121806	PEDAL TRICYCLES	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y121809	MANUALLY PROPELLED TRICYCLES	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y121821	RETRACTORS, BACKRESTS, BRACKETS AND SUPPORTS	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y121899	CYCLES - OTHER	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y1221	WHEELCHAIRS	3	NO
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y122103	PUSH WHEELCHAIRS	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y122106	REAR SELF-PROPELLED WHEELCHAIRS 	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y122109	FRONT SELF-PROPELLED WHEELCHAIRS	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y122124	ELECTRIC SCOOTERS	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y122127	ELECTRIC WHEELCHAIRS	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y122130	DISABILITY MOPEDS, 3-WHEELED	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y122199	WHEELCHAIRS - OTHER	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y1224	WHEELCHAIR ACCESSORIES	3	NO
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y122403	WHEELCHAIR FOOTRESTS, SUPPORTS AND CONTROLS	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y122406	BELTS, SEATS AND ARMRESTS FOR WHEELCHAIRS	4	YES
Y	DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES	Y122409	HANDRIMS AND ONE-ARM-DRIVE SYSTEMS	4	YES
